rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 59.6357 	 2846.74 	 72.6154 	 128.082 	 5666 	 106.251 	 68.428 	 0.765009 	 0.97237 	 300.007 	 2125.73 	 577.181 	 0.271522 	 489.064 	 2002.69 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7462 	 0.949726 	 387.238 	 173.676 	 217.669 	 141.892 	 0.246499 	 199.477 	 220.815 	 178.404 	 0.819608 	 76.7356 	 -40.2247 	 14.6478 	 0.11567 	 126.634 	 138 	 331 	 68.9783 	 2.32561 	 2 	 284.83 	 0.05027 	 26.9258 	 26.9258 	 26.9258 	 0 	 69 	 69 	 69 	 0 	  Tumour 
2 	 45.6271 	 1869.59 	 216.481 	 286.937 	 2899 	 63.4412 	 58.3834 	 0.391268 	 0.982046 	 202.752 	 1501.87 	 628.399 	 0.41841 	 -418.647 	 1378.84 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4491 	 0.970817 	 266.426 	 82.6647 	 82.2047 	 6.42729 	 0 	 0 	 0 	 27.5266 	 0.334854 	 27.2141 	 -97.9297 	 13.2162 	 0.171389 	 77.1125 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
3 	 54.6233 	 1173.67 	 100.722 	 212.941 	 2639 	 66.3519 	 51.6475 	 0.627785 	 0.953052 	 203.681 	 3063.87 	 983.64 	 0.321045 	 1363.86 	 2940.83 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4042 	 0.925366 	 279.882 	 147.127 	 164.004 	 88.2264 	 0 	 0 	 0 	 82.0752 	 0.500447 	 39.6326 	 -65.2139 	 7.64115 	 0.0853465 	 89.5309 	 69 	 69 	 67.8116 	 1.15894 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	  Lymph 
4 	 54.6879 	 707.126 	 62.5859 	 299.787 	 4402 	 95.7668 	 64.6451 	 0.737794 	 0.835294 	 295.865 	 3107.91 	 1097.29 	 0.353063 	 1446.65 	 2984.88 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5232 	 0.852812 	 333.439 	 397.616 	 467.913 	 392.135 	 0.462783 	 684.434 	 391.964 	 327.709 	 0.700364 	 176.189 	 52.0885 	 79.0902 	 0.349822 	 226.087 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
5 	 69.481 	 642.646 	 2204.02 	 327.054 	 3102 	 81.802 	 49.3279 	 0.797729 	 0.984137 	 219.439 	 3441.64 	 729.413 	 0.211938 	 1879.57 	 3318.61 	 138 	 491 	 318.616 	 58.24 	 2 	 206.4 	 0.0665377 	 46.0435 	 46.0435 	 46.0435 	 0 	 69 	 69 	 69 	 0 	 4791 	 0.92993 	 297.154 	 620.083 	 759.317 	 683.539 	 0.572954 	 880.298 	 705.053 	 199.126 	 0.262244 	 246.594 	 118.907 	 41.5439 	 0.140118 	 296.492 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
6 	 72.1811 	 573.637 	 2273.03 	 364.047 	 2943 	 74.3464 	 51.3753 	 0.722829 	 0.973214 	 215.966 	 1943.97 	 262.494 	 0.13503 	 276.194 	 1820.93 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5322 	 0.946302 	 311.882 	 351.257 	 468.555 	 392.777 	 0.171233 	 945.8 	 421.831 	 294.467 	 0.628458 	 156.882 	 18.9078 	 35.773 	 0.173 	 206.78 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
7 	 87.5237 	 313.503 	 2533.15 	 214.238 	 5068 	 89.8208 	 73.7372 	 0.571019 	 0.959303 	 281.362 	 2484.24 	 446.195 	 0.179611 	 952.489 	 2361.21 	 69 	 69 	 239.101 	 -21.2745 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 9397 	 0.842629 	 500.35 	 522.061 	 599.837 	 524.06 	 0.26898 	 821.242 	 559.139 	 284.204 	 0.473802 	 112.667 	 -3.04137 	 22.3496 	 0.137481 	 162.565 	 69 	 69 	 67.1304 	 0.477784 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	  Tumour 
8 	 108.059 	 90.402 	 2757.42 	 278.657 	 7219 	 119.04 	 78.9099 	 0.748721 	 0.949119 	 360.333 	 1567.1 	 528.301 	 0.33712 	 90.4157 	 1444.07 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9782 	 0.964124 	 419.196 	 125.169 	 128.093 	 52.316 	 0 	 0 	 0 	 47.2598 	 0.368948 	 33.8611 	 -54.6653 	 7.8917 	 0.0942187 	 83.7594 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
9 	 86.6952 	 1441.05 	 430.955 	 157.785 	 3382 	 92.4876 	 47.9614 	 0.855035 	 0.933223 	 250.066 	 1545.63 	 559.507 	 0.361994 	 -4.02231 	 1422.59 	 138 	 284 	 241.326 	 -19.0499 	 2 	 721.224 	 0.213254 	 21.9545 	 21.9545 	 21.9545 	 0 	 69 	 69 	 69 	 0 	 4709 	 0.887151 	 326.468 	 467.478 	 475.58 	 399.802 	 0.309446 	 724.979 	 429.313 	 285.16 	 0.599604 	 136.558 	 0.265477 	 33.9433 	 0.182044 	 186.457 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
10 	 93.0267 	 1499.96 	 372.973 	 131.4 	 3590 	 79.8613 	 58.5069 	 0.680653 	 0.970795 	 236.51 	 2718.27 	 881.559 	 0.324309 	 1139.7 	 2595.24 	 69 	 69 	 293.116 	 32.74 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 5780 	 0.933161 	 352.853 	 621.801 	 589.497 	 513.72 	 0.289634 	 712.389 	 562.784 	 261.599 	 0.443766 	 212.308 	 66.6954 	 43.5982 	 0.166274 	 262.206 	 64 	 65 	 77.6406 	 10.988 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  Lymph 
11 	 88.1323 	 2779.71 	 72.6154 	 124.423 	 2728 	 82.0062 	 45.0638 	 0.835482 	 0.89384 	 233.966 	 1754.88 	 511.139 	 0.291267 	 230.907 	 1631.85 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3711 	 0.892067 	 275.095 	 188.051 	 178.478 	 102.7 	 0.481928 	 193.317 	 173.63 	 55.0405 	 0.308388 	 85.0295 	 -29.117 	 16.2129 	 0.12016 	 134.928 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
12 	 103.577 	 1261.84 	 610.76 	 139.517 	 1815 	 77.7821 	 30.3784 	 0.920578 	 0.954259 	 189.296 	 2941.52 	 763.111 	 0.259428 	 1340.88 	 2818.48 	 50 	 51 	 267 	 6.62406 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	 3065 	 0.937309 	 248.083 	 166.828 	 119.923 	 44.1456 	 0 	 0 	 0 	 32.0735 	 0.26745 	 53.6637 	 -62.5337 	 22.8865 	 0.220994 	 103.562 	 138 	 213 	 74.3696 	 7.71691 	 2 	 139.508 	 0.0768639 	 15 	 15 	 15 	 0 	 69 	 69 	 69 	 0 	  Lymph 
