rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 103.746 	 827.972 	 151.845 	 70.214 	 6936 	 121.526 	 73.5607 	 0.79599 	 0.958673 	 339.463 	 2168.81 	 727.938 	 0.33564 	 1155.41 	 1985.44 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8019 	 0.886273 	 444.132 	 915.143 	 1276.32 	 1178.32 	 0.15445 	 453.373 	 1320.62 	 1043.65 	 0.817703 	 110.383 	 -3.67492 	 31.1868 	 0.192127 	 162.324 	 238 	 787 	 100.517 	 29.0891 	 4 	 4052.84 	 0.584319 	 43.7687 	 10.4616 	 27.193 	 12.5425 	 103 	 45 	 59.5 	 29 	  Tumour 
2 	 99.5138 	 974.195 	 106.471 	 146.055 	 2927 	 77.4764 	 48.3705 	 0.781165 	 0.970169 	 218.208 	 1156.69 	 630.016 	 0.544672 	 449.61 	 973.323 	 52 	 57 	 537.038 	 279.936 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 3581 	 0.974952 	 234.51 	 128.518 	 126.534 	 28.5265 	 0 	 0 	 0 	 6.18701 	 0.0488961 	 28.1615 	 -30.3414 	 11.7527 	 0.146721 	 80.1025 	 145 	 242 	 100.614 	 29.1861 	 2 	 823.793 	 0.281446 	 14.3383 	 14.3383 	 14.3383 	 0 	 105 	 40 	 72.5 	 45.9619 	  Other 
3 	 164.559 	 233.068 	 284.754 	 92.228 	 4609 	 111.087 	 53.9693 	 0.874055 	 0.962213 	 314.718 	 809.24 	 206.334 	 0.254972 	 205.042 	 625.874 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5995 	 0.886966 	 377.563 	 169.918 	 215.804 	 117.797 	 0 	 0 	 0 	 223.329 	 1.03487 	 24.1836 	 -27.795 	 13.9329 	 0.183028 	 76.1245 	 60 	 62 	 79.5167 	 8.08899 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	  DCIS 
4 	 150.314 	 324.201 	 147.031 	 92.228 	 2926 	 101.224 	 38.5862 	 0.924495 	 0.929479 	 262.108 	 810.891 	 186.191 	 0.229612 	 206.916 	 627.525 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4622 	 0.741656 	 410.233 	 411.39 	 432.925 	 334.918 	 0 	 0 	 0 	 212.315 	 0.490419 	 55.1004 	 -8.47083 	 11.1159 	 0.103847 	 107.041 	 14 	 16 	 87.4286 	 16.0009 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 14 	 14 	 14 	 0 	  Tumour 
5 	 161.18 	 868.627 	 121.433 	 70.214 	 4160 	 99.5117 	 55.1991 	 0.832051 	 0.922599 	 293.664 	 1208.5 	 476.403 	 0.39421 	 567.454 	 1025.13 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4954 	 0.934012 	 304.492 	 269.992 	 421.134 	 323.127 	 0.425287 	 677.703 	 351.733 	 607.13 	 1.44166 	 49.7453 	 -0.893076 	 29.67 	 0.29178 	 101.686 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
6 	 206.125 	 984.324 	 106.471 	 178.844 	 2194 	 68.0153 	 41.3252 	 0.794253 	 0.987843 	 181.882 	 2514.66 	 828.428 	 0.32944 	 1567.25 	 2331.29 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2725 	 0.987319 	 200.125 	 136.299 	 132.492 	 34.4845 	 0 	 0 	 0 	 17.9861 	 0.135752 	 24.6019 	 -3.79564 	 5.1587 	 0.0673962 	 76.5428 	 45 	 45 	 109.978 	 38.5501 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
7 	 254.581 	 812.158 	 151.845 	 109.932 	 5908 	 140.435 	 55.1299 	 0.919724 	 0.892447 	 382.375 	 1033.34 	 326.071 	 0.31555 	 526.28 	 849.976 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7154 	 0.841251 	 475.387 	 1093.28 	 1127.82 	 1029.81 	 0.45 	 758.356 	 1229.59 	 854.467 	 0.757629 	 90.5309 	 -16.832 	 23.9335 	 0.167987 	 142.472 	 56 	 57 	 83.3214 	 11.8938 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	  Tumour 
8 	 326.614 	 837.821 	 223.224 	 84.4038 	 8332 	 173.003 	 64.1373 	 0.928741 	 0.891218 	 488.801 	 914.85 	 242.852 	 0.265456 	 452.012 	 731.484 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 10229 	 0.865544 	 553.286 	 440.246 	 600.457 	 502.45 	 0.269474 	 679.32 	 585.834 	 600.373 	 0.999861 	 43.7959 	 5.12803 	 21.7099 	 0.226767 	 95.7369 	 100 	 153 	 82.27 	 10.8423 	 2 	 1149.49 	 0.137961 	 12.191 	 12.191 	 12.191 	 0 	 50 	 50 	 50 	 0 	  Tumour 
9 	 297.003 	 327.149 	 536.889 	 162.049 	 9261 	 125.108 	 94.5568 	 0.654801 	 0.981558 	 377.99 	 951.05 	 243.38 	 0.255907 	 491.385 	 767.684 	 163 	 703 	 374.264 	 117.162 	 2 	 3316.44 	 0.358108 	 60.2446 	 60.2446 	 60.2446 	 0 	 118 	 45 	 81.5 	 51.6188 	 25251 	 0.811407 	 937.092 	 407.03 	 802.394 	 704.387 	 0.0246305 	 1310.2 	 786.456 	 660.09 	 0.822651 	 55.6256 	 -5.98704 	 13.1943 	 0.122662 	 107.567 	 655 	 4360 	 108.511 	 37.0838 	 10 	 1611.51 	 0.17401 	 94.0403 	 11.7047 	 44.4314 	 22.8352 	 133 	 45 	 65.5 	 28.4341 	  Tumour 
10 	 347.102 	 920.406 	 252.834 	 84.4038 	 4505 	 104.251 	 57.503 	 0.834121 	 0.957899 	 296.534 	 969.963 	 353.958 	 0.364919 	 481.577 	 786.597 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5329 	 0.963653 	 305.48 	 124.944 	 124.23 	 26.2228 	 0 	 0 	 0 	 12.4348 	 0.100095 	 17.7838 	 4.43625 	 5.50486 	 0.0789512 	 69.7248 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
