rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 74.0817 	 790.324 	 80.3617 	 619.839 	 4727 	 86.0555 	 71.1689 	 0.562185 	 0.963318 	 278.635 	 1075.33 	 234.095 	 0.217696 	 -22.6234 	 859.244 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5563 	 0.964961 	 292.794 	 164.094 	 166.446 	 119.97 	 0.0387597 	 153.6 	 167.449 	 24.3994 	 0.146591 	 21.7029 	 -121.559 	 6.35454 	 0.0762998 	 83.2839 	 109 	 393 	 128.661 	 11.1189 	 2 	 175.731 	 0.037176 	 38.77 	 38.77 	 38.77 	 0 	 61 	 48 	 54.5 	 9.19239 	  DCIS 
2 	 89.0035 	 890.058 	 54.231 	 567.958 	 3166 	 83.0935 	 51.5425 	 0.784369 	 0.885594 	 265.622 	 1091.75 	 218.821 	 0.200432 	 -53.5718 	 875.663 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3734 	 0.907853 	 269.095 	 263.561 	 261.811 	 215.335 	 0.271605 	 235.833 	 266.468 	 57.6135 	 0.220058 	 51.9247 	 -78.8287 	 16.5903 	 0.146163 	 113.506 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
3 	 74.5621 	 1319.68 	 530.001 	 538.013 	 1843 	 84.2619 	 28.7849 	 0.939841 	 0.966439 	 202.024 	 1274.71 	 335.494 	 0.263193 	 187.512 	 1058.62 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2245 	 0.937761 	 222.853 	 105.95 	 110.692 	 64.2162 	 0.373737 	 119.892 	 107.286 	 21.0959 	 0.190582 	 24.139 	 -113.303 	 9.3877 	 0.109516 	 85.72 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
4 	 94.0168 	 1430.96 	 641.312 	 537.643 	 2327 	 73.6739 	 40.7491 	 0.833114 	 0.96918 	 197.723 	 1982 	 496.185 	 0.250346 	 702.45 	 1765.91 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2935 	 0.965461 	 219.581 	 103.668 	 101.136 	 54.6605 	 0 	 0 	 0 	 10.5278 	 0.104095 	 23.3318 	 -95.1661 	 6.93333 	 0.0816524 	 84.9128 	 54 	 55 	 136.519 	 18.9769 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	  DCIS 
5 	 102.19 	 1317.84 	 528.742 	 510.941 	 1473 	 67.6238 	 31.3032 	 0.88641 	 0.888956 	 189.196 	 885.142 	 149.316 	 0.168691 	 -217.153 	 669.056 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2023 	 0.923744 	 199.539 	 143.644 	 135.792 	 89.3165 	 0.41573 	 120.986 	 139.638 	 22.8584 	 0.168333 	 56.2126 	 -37.5132 	 13.8234 	 0.117353 	 117.794 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
6 	 161.686 	 701.632 	 124.451 	 592.102 	 7499 	 146.916 	 75.7485 	 0.856835 	 0.788373 	 471.588 	 1116.48 	 325.577 	 0.291611 	 77.4077 	 900.39 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8374 	 0.82952 	 459.262 	 153.675 	 149.111 	 102.635 	 0.4 	 148.426 	 148.945 	 19.5209 	 0.130915 	 47.3781 	 -119.482 	 16.5339 	 0.151745 	 108.959 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
7 	 143.491 	 885.41 	 117.414 	 518.611 	 3225 	 79.501 	 52.4748 	 0.751219 	 0.939138 	 250.208 	 1169.03 	 319.406 	 0.273224 	 267.842 	 952.943 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3862 	 0.962612 	 249.681 	 260.2 	 263.098 	 216.623 	 0.294643 	 237.152 	 268.126 	 56.8153 	 0.215947 	 41.0426 	 -52.6075 	 7.59107 	 0.0739701 	 102.624 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
8 	 151.051 	 767.237 	 80.3617 	 563.813 	 1827 	 60.429 	 39.239 	 0.760498 	 0.946142 	 175.924 	 902.649 	 186.088 	 0.206158 	 -136.999 	 686.563 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2354 	 0.968326 	 191.196 	 161.784 	 159.929 	 113.453 	 0.107143 	 164.444 	 160.192 	 9.71854 	 0.060768 	 34.7261 	 -115.864 	 8.1186 	 0.0842991 	 96.3071 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
9 	 186.369 	 627.334 	 197.77 	 623.675 	 2601 	 102.401 	 35.907 	 0.936506 	 0.822581 	 272.551 	 875.291 	 177.84 	 0.203178 	 172.146 	 659.206 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3400 	 0.874261 	 282.309 	 131.157 	 129.064 	 82.5883 	 0.244 	 129.23 	 128.362 	 17.8909 	 0.13862 	 83.5513 	 6.99671 	 82.125 	 0.565863 	 145.132 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
10 	 213.239 	 1547.13 	 769.656 	 476.236 	 2683 	 81.1042 	 43.7953 	 0.841673 	 0.922627 	 234.551 	 1210.19 	 421.13 	 0.347987 	 448.795 	 994.103 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3311 	 0.95971 	 238.125 	 89.1619 	 88.0922 	 41.6165 	 0 	 0 	 0 	 6.77145 	 0.0768678 	 4.49579 	 -17.8539 	 4.02538 	 0.0609197 	 66.0768 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
11 	 250.01 	 1494.98 	 726.637 	 417.502 	 6106 	 179.419 	 47.2164 	 0.964752 	 0.876417 	 402.007 	 1745.97 	 538.913 	 0.308661 	 861.228 	 1529.88 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7237 	 0.88863 	 424.794 	 100.669 	 97.4282 	 50.9525 	 0 	 0 	 0 	 8.7636 	 0.0899493 	 19.4188 	 -4.86743 	 8.89503 	 0.109815 	 80.9998 	 172 	 1013 	 132.715 	 15.1734 	 3 	 936.571 	 0.153385 	 70.02 	 10.6439 	 48.5706 	 29.4619 	 63 	 54 	 57.3333 	 4.93288 	  DCIS 
12 	 209.435 	 1245.01 	 474.605 	 405.183 	 3698 	 93.0757 	 51.8828 	 0.830227 	 0.931721 	 266.894 	 2004.72 	 448.584 	 0.223764 	 761.244 	 1788.64 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4965 	 0.745607 	 411.161 	 270.112 	 350.461 	 303.985 	 0.418994 	 531.893 	 301.65 	 200.817 	 0.573009 	 124.143 	 -3.94743 	 20.2218 	 0.108881 	 185.724 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
13 	 190.191 	 1413.39 	 633.707 	 440.409 	 1572 	 63.7127 	 31.9968 	 0.864749 	 0.986198 	 160.426 	 2026.26 	 544.75 	 0.268845 	 1046.95 	 1810.17 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1989 	 0.983193 	 179.012 	 157.108 	 159.246 	 112.77 	 0.0239521 	 178 	 160.239 	 21.8305 	 0.137087 	 72.9833 	 -31.3707 	 18.9431 	 0.140773 	 134.564 	 45 	 45 	 148.822 	 31.2806 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
14 	 238.173 	 1745.89 	 969.965 	 592.079 	 4640 	 110.257 	 56.3287 	 0.85965 	 0.91177 	 334.576 	 1032.49 	 301.636 	 0.292143 	 466.155 	 816.408 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5555 	 0.93692 	 319.622 	 212.47 	 220.627 	 174.151 	 0 	 0 	 0 	 27.9575 	 0.126718 	 40.3742 	 4.48047 	 8.36308 	 0.082027 	 101.955 	 37 	 38 	 128.811 	 11.2691 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 37 	 37 	 37 	 0 	  Fib 
15 	 227.705 	 1178.37 	 417.445 	 399.17 	 2617 	 64.6822 	 56.9375 	 0.474482 	 0.90366 	 223.238 	 1626.89 	 454.933 	 0.279634 	 795.886 	 1410.8 	 45 	 45 	 417 	 118.71 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3110 	 0.909889 	 239.966 	 192.546 	 209.66 	 163.185 	 0.548544 	 203.619 	 210.182 	 41.3732 	 0.197334 	 112.927 	 5.84087 	 15.9087 	 0.0911631 	 174.508 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
16 	 241.534 	 1375.96 	 609.606 	 380.554 	 2739 	 67.9463 	 52.4781 	 0.635201 	 0.964437 	 206.024 	 1749.85 	 360.359 	 0.205937 	 813.27 	 1533.77 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3214 	 0.948362 	 226.51 	 182.414 	 197.36 	 150.884 	 0.31 	 210.919 	 194.708 	 30.6499 	 0.1553 	 106.142 	 -12.465 	 14.6043 	 0.0870739 	 167.723 	 82 	 160 	 160.207 	 42.6657 	 2 	 508.836 	 0.185774 	 15.5569 	 15.5569 	 15.5569 	 0 	 48 	 34 	 41 	 9.89949 	  DCIS 
