rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 65.8473 	 303.556 	 173.185 	 75.2396 	 5640 	 108.356 	 67.2678 	 0.783967 	 0.982407 	 300.392 	 769.324 	 112.327 	 0.146008 	 80.1447 	 620.806 	 90 	 395 	 131.456 	 -23.5229 	 2 	 1388.71 	 0.246226 	 44.2719 	 44.2719 	 44.2719 	 0 	 45 	 45 	 45 	 0 	 7656 	 0.943206 	 394.409 	 318.995 	 340.844 	 249.177 	 0.106849 	 425.538 	 333.224 	 156.968 	 0.460528 	 119.321 	 19.6709 	 22.9628 	 0.135759 	 169.144 	 63 	 66 	 104.016 	 17.1905 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	  Tumour 
2 	 96.3839 	 235.21 	 209.468 	 75.2396 	 4017 	 147.243 	 36.3328 	 0.969078 	 0.903509 	 343.563 	 883.312 	 298.442 	 0.337867 	 49.706 	 734.794 	 94 	 488 	 154.309 	 -0.669984 	 2 	 1204.85 	 0.299937 	 59.9879 	 59.9879 	 59.9879 	 0 	 48 	 46 	 47 	 1.41421 	 7689 	 0.813135 	 485.338 	 179.919 	 237.129 	 145.462 	 0.117904 	 503.593 	 219.372 	 284.614 	 1.20025 	 21.4717 	 -58.2131 	 6.83382 	 0.0958541 	 71.294 	 136 	 575 	 91.6324 	 4.80696 	 3 	 1746.16 	 0.434693 	 53.9422 	 13.8552 	 36.2871 	 18.3053 	 63 	 22 	 45.3333 	 21.0792 	  Fib 
3 	 106.376 	 654.413 	 98.0867 	 155.563 	 7650 	 110.982 	 90.0694 	 0.584261 	 0.970566 	 347.505 	 1213.05 	 304.832 	 0.251293 	 687.589 	 1064.54 	 104 	 146 	 141.673 	 -13.3054 	 2 	 749.964 	 0.0980345 	 10.7322 	 10.7322 	 10.7322 	 0 	 59 	 45 	 52 	 9.89949 	 13593 	 0.875386 	 605.563 	 408.124 	 581.155 	 489.488 	 0.266071 	 544.322 	 589.615 	 173.63 	 0.298768 	 268.925 	 89.3633 	 48.4634 	 0.152043 	 318.747 	 273 	 2610 	 122.711 	 35.8852 	 4 	 1193.09 	 0.155959 	 69.3777 	 25.1419 	 50.2187 	 15.4826 	 105 	 50 	 68.25 	 24.9182 	  Tumour 
4 	 195.894 	 614.827 	 337.077 	 150.336 	 13992 	 158.871 	 112.904 	 0.703531 	 0.969311 	 470.701 	 1225.29 	 350.538 	 0.286086 	 689.069 	 1076.77 	 292 	 3814 	 157.01 	 2.03178 	 6 	 1607.65 	 0.114898 	 89.1892 	 10.1728 	 54.8468 	 23.4335 	 60 	 44 	 48.6667 	 6.25033 	 21588 	 0.776631 	 828.132 	 236.615 	 375.231 	 283.564 	 0.420366 	 437.829 	 359.233 	 191.867 	 0.51133 	 112.305 	 -0.631428 	 41.3684 	 0.255161 	 162.127 	 902 	 4044 	 152.656 	 65.8309 	 9 	 3693.66 	 0.263984 	 74.788 	 11.3813 	 41.5705 	 18.0558 	 164 	 34 	 90.2 	 47.988 	  Tumour 
5 	 215.662 	 764.125 	 323.21 	 150.336 	 3250 	 135.119 	 33.6945 	 0.968409 	 0.872718 	 316.593 	 830.715 	 286.443 	 0.344815 	 469.484 	 682.198 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5271 	 0.917653 	 357.74 	 126.902 	 123.091 	 31.4234 	 0 	 0 	 0 	 15.4931 	 0.125867 	 52.0057 	 21.5691 	 18.6679 	 0.183328 	 101.828 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
6 	 182.372 	 43.6811 	 209.468 	 265.149 	 2640 	 71.6463 	 47.131 	 0.753167 	 0.97597 	 204.652 	 1246.62 	 621.496 	 0.498546 	 857.333 	 1098.1 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4258 	 0.971038 	 264.426 	 81.4126 	 76.1825 	 -15.4847 	 0 	 0 	 0 	 7.92837 	 0.104071 	 8.69887 	 -14.2485 	 4.62758 	 0.0790752 	 58.5212 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
7 	 239.094 	 312.462 	 173.185 	 162.413 	 6583 	 114.474 	 74.3891 	 0.760077 	 0.973097 	 330.049 	 578.231 	 144.525 	 0.249943 	 323.536 	 429.713 	 45 	 45 	 185.711 	 30.7326 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 11203 	 0.92971 	 465.12 	 334.288 	 364.831 	 273.164 	 0.0313253 	 838.231 	 357.311 	 176.601 	 0.484063 	 133.333 	 0.59097 	 24.628 	 0.134465 	 183.156 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
8 	 325.085 	 653.229 	 434.606 	 155.57 	 11237 	 122.68 	 117.446 	 0.288988 	 0.970464 	 428.759 	 847.567 	 166.377 	 0.1963 	 409.076 	 699.05 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 20443 	 0.855785 	 773.505 	 307.588 	 441.503 	 349.836 	 0.490251 	 403.693 	 451.839 	 230.283 	 0.52159 	 254.899 	 70.4539 	 49.3527 	 0.16196 	 304.721 	 158 	 1387 	 112.608 	 25.7822 	 3 	 2343.7 	 0.20857 	 105.06 	 30.0022 	 70.6461 	 33.9119 	 59 	 46 	 52.6667 	 6.50641 	  Tumour 
9 	 401.555 	 191.685 	 354.175 	 162.505 	 8564 	 119.693 	 93.2363 	 0.627068 	 0.967684 	 375.546 	 973.005 	 261.455 	 0.268709 	 618.659 	 824.487 	 46 	 46 	 206.283 	 51.3041 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	 12466 	 0.861924 	 569.078 	 321.43 	 369.316 	 277.648 	 0.279468 	 380.796 	 364.825 	 112.95 	 0.305835 	 125.105 	 16.9061 	 28.5561 	 0.163245 	 174.927 	 34 	 34 	 112.588 	 25.7628 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 34 	 34 	 34 	 0 	  Tumour 
10 	 410.777 	 708.225 	 531.264 	 202.882 	 4515 	 96.4117 	 61.1753 	 0.772905 	 0.945352 	 289.321 	 950.081 	 216.354 	 0.227721 	 593.746 	 801.564 	 45 	 45 	 165.156 	 10.1771 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 6098 	 0.883768 	 382.693 	 452.477 	 412.02 	 320.353 	 0.637681 	 442.127 	 395.755 	 116.536 	 0.282839 	 183.281 	 29.9238 	 26.3379 	 0.112988 	 233.103 	 228 	 1167 	 141.434 	 54.6088 	 3 	 644.432 	 0.142731 	 41.4494 	 29.2699 	 36.195 	 5.59846 	 94 	 42 	 76 	 29.4618 	  Tumour 
